Date, Volume(t-1), Open(t-1), High(t-1), Low(t-1), Volume(t-2), Open(t-2), High(t-2), Low(t-2), Volume(t-3), Open(t-3), High(t-3), Low(t-3),target(t)
08/16/2018,28595230,209.22,210.74,208.33,20679270,210.16,210.56,208.26,25864510,207.7,210.95,207.7,211.75
07/17/2015,35987630,127.74,128.57,127.35,33559770,125.72,127.15,125.58,31695870,126.04,126.37,125.04,129.08
02/23/2017,20769030,136.43,137.12,136.11,24487200,136.23,136.75,135.98,22163280,135.1,135.83,135.1,137.38
07/18/2016,30031410,98.92,99.3,98.5,38885980,97.39,98.99,97.32,25879680,97.41,97.67,96.84,98.7
10/30/2019,35709870,248.97,249.75,242.57,24143240,247.42,249.25,246.72,18369300,243.16,246.73,242.88,244.76
09/21/2018,26388050,220.24,222.28,219.15,26869880,218.5,219.62,215.3,31495630,217.79,221.85,217.12,220.78
01/08/20,27877660,299.84,300.9,297.48,29644640,293.79,299.96,292.75,36633880,297.15,300.58,296.5,297.16
08/24/2016,21236850,108.59,109.32,108.53,25784420,108.86,109.1,107.85,25108890,108.77,109.69,108.36,108.57
05/30/2018,22409110,187.6,188.75,186.87,17186760,188.23,189.65,187.65,23129400,188.77,188.84,186.21,187.72
02/28/2020,80151380,281.1,286.0,272.96,49678430,286.53,297.88,286.5,57668360,300.95,302.53,286.13,257.26
09/10/15,84757780,113.76,114.02,109.77,54507300,111.65,112.56,110.32,49904460,108.97,110.45,108.51,110.27
10/17/2019,19286690,233.37,235.24,233.2,23040480,236.39,237.65,234.88,24413480,234.9,238.13,234.67,235.09
10/23/2015,41430660,114.33,115.5,114.1,42276880,114.0,115.58,113.7,48929200,111.34,114.17,110.82,116.7
11/12/18,34317760,205.55,206.01,202.25,25289270,209.98,210.12,206.75,33291640,205.97,210.06,204.13,199.0
07/10/19,20578020,199.2,201.51,198.81,25338630,200.81,201.4,198.41,17265520,203.35,205.08,202.9,201.85
03/30/2020,51054150,252.75,255.87,247.05,63140170,246.52,258.68,246.36,75900510,250.75,258.25,244.3,250.74
12/30/2019,36592940,291.12,293.97,288.12,23334000,284.82,289.98,284.7,12119710,284.69,284.89,282.92,289.46
04/30/2019,22010360,204.4,205.97,203.86,18612770,204.9,205.0,202.12,18463850,206.83,207.76,205.12,203.06
08/11/17,39636190,159.9,160.0,154.63,26060430,159.26,161.27,159.11,36127490,158.6,161.83,158.27,156.6
03/22/2019,50943120,190.02,196.33,189.81,31003380,186.23,189.49,184.73,31440300,188.35,188.99,185.92,195.34
08/21/2015,68176940,114.08,114.35,111.63,48079330,116.1,116.52,114.68,34525630,116.43,117.44,116.01,110.43
01/24/2017,21982000,120.0,120.81,119.77,29922650,120.45,120.45,119.73,25554290,119.4,120.09,119.37,119.55
07/13/2018,18000180,189.53,191.41,189.31,18776390,188.5,189.78,187.61,15801370,190.71,191.28,190.18,191.08
06/22/2017,21247590,145.52,146.07,144.61,24877950,146.87,146.87,144.94,32203640,143.66,146.74,143.66,145.77
06/24/2016,32042290,95.94,96.29,95.25,29124140,96.25,96.89,95.35,35407050,94.94,96.35,94.68,92.91
07/19/2018,16365720,191.78,191.8,189.93,15515000,189.75,191.87,189.2,15009800,191.52,192.65,190.42,189.69
11/13/2015,32461350,116.26,116.82,115.65,45179400,116.37,117.42,115.21,59029400,116.9,118.07,116.06,115.2
03/06/19,19238480,175.94,176.0,174.54,27413060,175.69,177.75,173.97,25737560,174.28,175.15,172.89,174.67
11/01/18,38016810,216.88,220.45,216.62,36487930,211.15,215.18,209.27,45713690,219.19,219.69,206.09,219.05
11/11/19,17520500,258.69,260.44,256.85,23735080,258.74,260.35,258.11,18966120,256.77,257.49,255.37,258.3
05/28/2020,28236270,316.14,318.71,313.09,31380450,323.5,324.24,316.5,20450750,315.77,319.23,315.35,316.77
06/19/2018,18458410,187.88,189.22,187.2,61438290,190.03,190.16,188.26,21584720,191.55,191.57,190.22,185.14
10/01/19,26318580,220.9,224.58,220.79,25361290,220.54,220.96,217.28,19088310,220.0,220.94,218.83,225.07
11/29/2016,27054320,111.43,112.47,111.39,11475920,111.13,111.87,110.95,27420550,111.36,111.51,110.33,110.78
08/18/2015,40827260,116.04,117.65,115.5,42876370,114.32,116.31,114.01,48407640,116.04,116.4,114.54,116.43
11/04/19,37781330,249.54,255.93,249.16,34790520,247.24,249.17,237.26,31130520,244.76,245.3,241.21,257.33
06/06/17,25277680,154.34,154.45,153.46,27715140,153.58,155.45,152.89,16383610,153.17,153.33,152.22,153.9
12/01/17,41484540,170.43,172.14,168.44,41459120,172.63,172.92,167.16,26387240,174.3,174.87,171.86,169.95
10/29/2019,24143240,247.42,249.25,246.72,18369300,243.16,246.73,242.88,17916260,244.51,244.8,241.81,248.97
06/15/2018,21584720,191.55,191.57,190.22,21480120,192.42,192.88,190.44,16859020,191.39,192.61,191.15,190.03
04/26/2016,27997990,105.0,105.65,104.51,33655810,105.01,106.48,104.62,31416910,106.93,106.93,105.52,103.91
07/31/2015,33400950,122.32,122.57,121.71,36912040,123.15,123.5,122.27,33570380,123.38,123.91,122.55,122.6
07/25/2018,18680930,192.45,193.66,192.05,15955820,190.68,191.96,189.56,20670830,191.78,192.43,190.17,193.06
03/24/2020,84188210,228.08,228.5,212.61,100423300,247.18,251.83,228.0,67964260,247.39,252.84,242.61,236.36
05/05/16,40984160,95.2,95.9,93.82,56770080,94.2,95.74,93.68,47844490,93.97,94.08,92.4,94.0
03/08/18,31686450,174.94,175.85,174.27,23273160,177.91,178.25,176.13,27825140,175.21,177.74,174.52,175.48
11/24/2017,25558680,173.36,175.0,173.05,25047130,170.78,173.7,170.78,16041550,170.29,170.56,169.56,175.1
08/02/19,54017920,213.9,218.03,206.74,69281360,216.42,221.37,211.3,33935720,208.76,210.16,207.31,205.53
08/30/2019,21007650,208.5,209.32,206.66,15957630,204.1,205.72,203.32,25897340,207.86,208.55,203.53,210.16
11/13/2019,21847230,261.55,262.79,260.92,20507460,258.3,262.47,258.28,17520500,258.69,260.44,256.85,261.13
12/27/2019,23334000,284.82,289.98,284.7,12119710,284.69,284.89,282.92,24677880,280.53,284.25,280.37,291.12
11/23/2016,25931710,111.95,112.42,111.4,29164190,110.12,111.99,110.01,28310840,109.72,110.54,109.66,111.36
12/14/2015,46810020,115.19,115.39,112.85,29158640,116.04,116.94,115.51,46301930,117.64,117.69,115.08,112.18
06/03/16,40170200,97.6,97.84,96.63,29139100,99.02,99.54,98.33,42268040,99.6,100.4,98.82,97.79
10/11/19,28962980,227.93,230.44,227.3,19029420,227.03,227.79,225.64,29282700,225.82,228.06,224.33,232.95
05/08/20,28803760,303.22,305.17,301.97,35583440,300.46,303.24,298.87,36937800,295.06,301.0,294.46,305.64
10/05/17,20088940,153.63,153.86,152.46,16216800,154.01,155.09,153.91,18631540,154.26,154.45,152.72,154.18
02/03/20,49897100,320.93,322.68,308.29,31685810,320.54,324.09,318.75,54149930,324.45,327.85,321.38,304.3
10/12/16,63963010,117.7,118.69,116.2,36087910,115.02,116.75,114.72,24336440,114.31,114.56,113.51,117.35
04/05/18,34581850,164.88,172.01,164.77,30237640,167.64,168.75,164.88,37425640,167.88,168.94,164.47,172.58
09/11/17,28411740,160.86,161.15,158.53,21905160,162.09,162.24,160.36,21610300,162.71,162.99,160.52,160.5
04/19/2016,60784920,108.89,108.95,106.94,46873670,112.11,112.3,109.73,25364920,111.62,112.39,111.33,107.88
09/21/2015,73991000,112.21,114.3,111.87,63712340,115.66,116.49,113.72,37080720,116.25,116.54,115.44,113.67
08/06/18,33408050,207.03,208.74,205.48,62317430,200.58,208.38,200.35,67812280,199.13,201.76,197.31,208.0
08/27/2018,18457720,216.6,216.9,215.11,18505780,214.65,217.05,214.6,18965930,214.1,216.36,213.84,217.15
06/03/20,21910700,320.75,323.44,318.93,20254650,317.75,322.35,317.21,38399530,319.25,321.15,316.47,324.66
08/25/2017,19782170,160.43,160.74,158.55,19376940,159.07,160.47,158.88,21564890,158.23,160.0,158.02,159.65
07/16/2015,33559770,125.72,127.15,125.58,31695870,126.04,126.37,125.04,41365600,125.03,125.76,124.32,127.74
12/07/15,57717870,115.29,119.25,115.11,41511380,116.55,116.79,114.22,33316990,117.05,118.11,116.08,118.98
04/21/2016,30576980,106.64,108.09,106.06,32340620,107.88,108.0,106.23,60784920,108.89,108.95,106.94,106.93
01/24/2019,23046560,154.15,155.14,151.7,30273990,156.41,156.73,152.62,33259460,157.5,157.88,155.98,154.11
10/05/16,29707270,113.06,114.31,112.63,21634520,112.71,113.05,112.28,36340670,112.46,113.37,111.8,113.4
02/22/2016,35290570,96.0,96.76,95.8,38866100,98.84,98.89,96.09,44811800,96.67,98.21,96.15,96.31
12/28/2018,51608850,155.84,156.77,150.07,58133850,148.3,157.23,146.72,37169230,148.15,151.55,146.59,157.5
09/17/2018,31801970,225.75,226.84,222.52,41411350,223.52,228.35,222.57,49118510,224.94,225.0,219.84,222.15
06/20/2019,21124240,199.68,199.88,197.31,26551000,196.05,200.29,195.21,14669140,192.9,194.96,192.17,200.37
03/09/16,31538710,100.78,101.76,100.4,35890740,102.39,102.83,100.96,46026600,102.37,103.75,101.37,101.31
08/06/19,52392970,197.99,198.65,192.58,40862120,205.53,206.43,201.63,54017920,213.9,218.03,206.74,196.31
10/01/18,22560440,224.79,225.84,224.02,29729270,223.82,226.44,223.54,23430370,221.0,223.75,219.76,227.95
12/11/18,61759000,165.0,170.09,163.33,41678680,173.49,174.49,168.3,42704910,171.76,174.78,170.42,171.66
04/10/17,16658660,143.73,144.18,143.27,21131040,144.29,144.52,143.45,27649500,144.22,145.46,143.81,143.6
10/24/2019,19932550,242.1,243.24,241.22,22684000,241.16,242.2,239.62,22367480,237.52,240.99,237.32,244.51
06/11/20,41662940,347.9,354.77,346.09,36928090,332.14,345.61,332.01,23913630,330.25,333.6,327.32,349.31
02/24/2016,31851180,96.4,96.5,94.55,34240470,96.31,96.9,95.92,35290570,96.0,96.76,95.8,93.98
03/18/2016,34394830,105.52,106.47,104.96,38236730,104.61,106.31,104.59,40026250,103.96,105.18,103.85,106.34
12/08/16,29976030,109.26,111.19,109.16,26160560,109.5,110.36,109.19,34113880,110.0,110.03,108.25,110.86
02/26/2018,33772050,173.67,175.65,173.54,30953760,171.8,173.95,171.71,37378070,172.83,174.12,171.01,176.35
04/09/20,42223820,262.74,267.37,261.23,50721830,270.8,271.7,259.0,50455070,250.9,263.11,249.38,268.7
06/10/19,30684390,186.51,191.92,185.77,22526310,183.08,185.47,182.15,29773430,184.28,184.99,181.14,191.81
10/30/2015,51106100,118.7,120.69,118.27,85436210,116.93,119.3,116.06,67673450,115.4,116.54,113.99,120.99
05/31/2019,21218410,177.95,179.23,176.67,28481170,176.42,179.35,176.0,27948160,178.92,180.59,177.91,176.23
10/25/2016,23492650,117.1,117.74,117.0,22527690,116.81,116.91,116.28,24100150,116.86,117.38,116.33,117.95
10/03/17,18631540,154.26,154.45,152.72,26204670,153.21,154.13,152.0,21983410,153.89,154.28,152.7,154.01
01/22/2019,33259460,157.5,157.88,155.98,29616190,154.2,157.66,153.26,30483120,153.08,155.88,153.0,156.41
03/22/2016,35454230,105.93,107.65,105.14,43607120,106.34,106.5,105.19,34394830,105.52,106.47,104.96,105.25
08/04/17,26604140,157.05,157.21,155.02,69726440,159.28,159.75,156.16,33669020,149.1,150.22,148.41,156.07
12/01/16,36151450,111.6,112.2,110.27,28507780,110.78,112.03,110.07,27054320,111.43,112.47,111.39,110.37
02/23/2016,34240470,96.31,96.9,95.92,35290570,96.0,96.76,95.8,38866100,98.84,98.89,96.09,96.4
05/19/2017,33520150,151.27,153.34,151.13,50674280,153.6,154.57,149.71,19994270,155.94,156.06,154.72,153.38
02/22/2017,24487200,136.23,136.75,135.98,22163280,135.1,135.83,135.1,22539860,135.67,135.9,134.84,136.43
05/04/18,33944110,175.88,177.5,174.44,66454720,175.23,177.75,173.8,52228910,166.41,169.2,165.27,178.25
08/23/2016,25784420,108.86,109.1,107.85,25108890,108.77,109.69,108.36,21918340,109.23,109.6,109.02,108.59
10/11/17,15603520,156.06,158.0,155.1,16243080,155.81,156.73,155.49,17223790,154.97,155.49,154.56,155.97
08/01/17,19690420,149.9,150.33,148.13,17192770,149.89,150.23,149.19,32429770,153.75,153.99,147.3,149.1
10/15/2015,44434220,111.29,111.52,109.56,32970790,110.82,112.45,110.68,30386830,112.73,112.75,111.44,110.93
09/13/2018,49118510,224.94,225.0,219.84,35644510,218.01,224.3,216.56,39194720,220.95,221.85,216.47,223.52
12/13/2018,35474680,170.4,171.92,169.02,45968040,171.66,171.79,167.0,61759000,165.0,170.09,163.33,170.49
10/30/2017,44387770,159.29,163.6,158.7,16916650,157.23,157.83,156.78,21175670,156.91,157.55,155.27,163.89
07/06/16,27553750,95.39,95.4,94.46,25982080,95.49,96.47,95.33,35783320,94.44,95.77,94.3,94.6
08/15/2017,22074760,159.32,160.21,158.75,26208970,156.6,158.57,156.07,39636190,159.9,160.0,154.63,160.66
11/05/18,91046560,209.55,213.65,205.43,52954070,219.05,222.36,216.81,38016810,216.88,220.45,216.62,204.3
01/10/19,45034370,151.29,154.53,149.63,40622910,149.56,151.82,148.52,54571440,148.7,148.83,145.9,152.5
11/14/2018,46725710,191.63,197.18,191.45,50991030,199.0,199.85,193.79,34317760,205.55,206.01,202.25,193.9
03/23/2020,100423300,247.18,251.83,228.0,67964260,247.39,252.84,242.61,75058410,239.77,250.0,237.12,228.08
11/05/15,44829060,123.13,123.82,121.62,45479260,120.79,123.49,120.7,32152870,119.87,121.36,119.61,121.85
09/24/2015,35678360,113.63,114.72,113.3,50278030,113.38,114.18,112.52,46594220,113.67,115.37,113.66,113.25
07/12/18,18776390,188.5,189.78,187.61,15801370,190.71,191.28,190.18,19636390,189.5,190.68,189.3,189.53
12/30/2016,14979680,116.45,117.11,116.4,20686510,117.52,118.02,116.2,18131970,116.52,117.8,116.49,116.65
01/25/2018,51368540,177.25,177.3,173.2,32395870,177.3,179.44,176.82,27052000,177.3,177.78,176.6,174.51
01/24/2020,26117990,317.92,319.56,315.65,25458120,318.58,319.99,317.31,27710810,317.19,319.02,316.0,320.25
11/07/18,31774720,201.92,204.72,201.69,66072170,204.3,204.39,198.17,91046560,209.55,213.65,205.43,205.97
02/15/2018,40382890,163.05,167.54,162.88,32483310,161.95,164.75,161.65,60774900,158.5,163.89,157.51,169.79
02/12/18,70583530,157.07,157.89,150.24,54145930,160.29,161.0,155.03,51467440,163.09,163.4,159.07,158.5
03/02/20,106721200,257.26,278.41,256.37,80151380,281.1,286.0,272.96,49678430,286.53,297.88,286.5,282.28
11/22/2016,29164190,110.12,111.99,110.01,28310840,109.72,110.54,109.66,27623150,109.81,110.35,108.83,111.95
09/29/2015,51861990,113.85,114.57,112.44,56005550,116.44,116.69,114.02,50061580,113.25,115.5,112.37,112.83
07/11/17,21080580,144.11,145.95,143.37,18527000,142.9,144.75,142.9,24110330,143.02,143.5,142.41,144.73
07/16/2018,12506830,191.08,191.84,190.9,18000180,189.53,191.41,189.31,18776390,188.5,189.78,187.61,191.52
08/29/2016,27744300,107.41,107.95,106.31,25001730,107.39,107.88,106.68,23606240,108.57,108.75,107.68,106.62
08/18/2016,25328680,109.1,109.37,108.34,33754680,109.63,110.23,109.21,25704330,108.14,109.54,108.08,109.23
08/25/2015,161882500,94.87,108.8,92.0,127246600,110.43,111.9,105.65,68176940,114.08,114.35,111.63,111.11
06/22/2020,66118950,354.64,356.56,345.15,24205100,351.41,353.45,349.22,28601630,355.15,355.4,351.09,351.34
12/10/18,41678680,173.49,174.49,168.3,42704910,171.76,174.78,170.42,41141250,180.95,182.39,176.27,165.0
02/07/17,26784530,129.13,130.5,128.9,24460160,128.31,129.19,128.16,33671250,127.98,129.39,127.78,130.54
04/24/2018,36396590,166.84,166.92,164.09,65270950,170.6,171.22,165.43,34693280,174.95,175.39,172.66,165.67
05/07/20,35583440,300.46,303.24,298.87,36937800,295.06,301.0,294.46,33391990,289.17,293.69,286.32,303.22
11/06/19,19974430,257.05,258.19,256.32,25817950,257.33,257.85,255.38,37781330,249.54,255.93,249.16,256.77
11/08/18,33291640,205.97,210.06,204.13,31774720,201.92,204.72,201.69,66072170,204.3,204.39,198.17,209.98
03/23/2018,41335980,170.0,172.68,168.6,36387880,175.04,175.09,171.26,19620520,175.24,176.8,174.94,168.39
06/17/2019,18761470,191.55,193.59,190.3,21674630,194.7,196.79,193.6,18253190,193.95,195.97,193.39,192.9
08/10/16,26296260,108.23,108.94,108.01,28010430,107.52,108.37,107.16,39546610,106.27,107.65,106.18,108.71
10/25/2018,39992120,222.6,224.23,214.54,38681170,215.83,223.25,214.7,28751540,219.79,223.36,218.94,217.71
10/09/17,17223790,154.97,155.49,154.56,21215870,154.18,155.44,154.05,20088940,153.63,153.86,152.46,155.81
05/09/18,28053230,184.99,186.22,183.67,42557530,185.18,187.67,184.75,56137230,178.25,184.25,178.17,186.55
11/04/15,45479260,120.79,123.49,120.7,32152870,119.87,121.36,119.61,49305220,120.99,121.22,119.45,123.13
10/31/2017,44651420,163.89,168.07,163.72,44387770,159.29,163.6,158.7,16916650,157.23,157.83,156.78,167.9
10/10/17,16243080,155.81,156.73,155.49,17223790,154.97,155.49,154.56,21215870,154.18,155.44,154.05,156.06
10/01/15,66300930,110.17,111.54,108.73,73230280,112.83,113.51,107.86,51861990,113.85,114.57,112.44,109.07
08/19/2015,34525630,116.43,117.44,116.01,40827260,116.04,117.65,115.5,42876370,114.32,116.31,114.01,116.1
11/18/2019,25093670,263.68,265.78,263.01,22395560,263.75,264.88,262.1,25817590,261.13,264.78,261.07,265.8
08/17/2016,33754680,109.63,110.23,109.21,25704330,108.14,109.54,108.08,18648700,107.78,108.44,107.78,109.1
07/01/19,31110640,198.68,199.5,197.05,20899720,200.29,201.57,199.57,26067510,197.77,200.99,197.35,203.17
10/17/2016,35626020,117.88,118.17,117.13,35041820,116.79,117.44,115.72,37512930,117.35,117.98,116.75,117.33
03/11/19,23985960,170.32,173.07,169.5,24755470,173.87,174.44,172.02,20755140,174.67,175.49,173.94,175.49
05/31/2016,36299460,99.44,100.47,99.25,56293490,99.68,100.73,98.64,38258300,98.67,99.74,98.11,99.6
06/16/2020,34702230,333.25,345.68,332.58,50036510,344.72,347.8,334.22,50415610,349.31,351.06,335.48,351.46
07/21/2016,26219110,100.0,100.46,99.74,23766360,99.56,100.0,99.34,36464530,98.7,100.13,98.6,99.83
03/26/2019,43751810,191.51,191.98,186.6,42287640,195.34,197.69,190.78,50943120,190.02,196.33,189.81,191.66
06/19/2017,50264540,143.78,144.5,142.2,31642900,143.32,144.48,142.21,31454590,147.5,147.5,143.84,143.66
02/07/18,68171940,154.83,163.72,154.0,72215320,159.1,163.88,156.0,85957050,166.0,166.8,160.1,163.09
02/19/2016,38866100,98.84,98.89,96.09,44811800,96.67,98.21,96.15,48032600,95.02,96.85,94.61,96.0
12/30/2015,30912260,106.96,109.43,106.86,26639930,107.59,107.69,106.18,13596680,109.0,109.0,107.95,108.58
09/22/2016,35951900,113.85,113.99,112.44,34494150,113.05,114.12,112.51,46937190,115.19,116.18,113.25,114.35
08/20/2019,24431920,210.62,212.73,210.03,28813620,204.28,207.16,203.84,27883360,203.46,205.14,199.67,210.88
10/21/2019,24377170,234.59,237.58,234.29,17272900,235.09,236.15,233.52,19286690,233.37,235.24,233.2,237.52
02/21/2017,22163280,135.1,135.83,135.1,22539860,135.67,135.9,134.84,35578640,135.52,136.27,134.62,136.23
02/14/2020,23686890,324.19,326.22,323.35,28432570,321.47,327.22,321.47,23580780,323.6,323.9,318.71,324.74
07/05/17,14277850,144.88,145.3,143.1,22986960,144.45,144.96,143.78,31450520,144.71,145.13,142.28,143.69
06/12/18,18069930,191.35,191.97,190.21,26580710,191.17,192.0,189.77,21329170,194.14,194.2,192.34,191.39
06/28/2017,24725210,145.01,146.16,143.62,25674500,147.17,148.28,145.38,35421310,145.13,147.16,145.11,144.49
06/05/20,21890090,324.39,325.62,320.78,26122800,324.66,326.2,322.3,21910700,320.75,323.44,318.93,323.35
02/07/19,28204640,174.65,175.57,172.85,36054570,172.86,175.08,172.35,31384720,167.41,171.66,167.28,172.4
08/08/17,21827400,157.06,158.92,156.67,20514810,156.07,157.4,155.69,26604140,157.05,157.21,155.02,158.6
05/18/2016,46858910,94.55,94.7,93.01,61192340,92.39,94.39,91.65,44223040,90.0,91.67,90.0,94.16
11/17/2015,37979570,111.38,114.24,111.0,45555300,115.2,115.57,112.27,32461350,116.26,116.82,115.65,114.92
02/01/18,32234520,166.87,168.44,166.5,45635470,165.53,167.37,164.7,50565420,170.16,170.16,167.07,167.17
04/12/16,29357940,108.97,110.61,108.83,23553790,108.91,109.77,108.17,31735810,109.95,110.42,108.12,109.34
03/04/19,25737560,174.28,175.15,172.89,27953810,174.32,174.91,172.92,27817640,173.21,175.0,172.73,175.69
10/18/2018,22692880,222.3,222.64,219.34,28802550,218.93,222.99,216.76,30280450,221.16,221.83,217.27,217.86
02/03/17,33671250,127.98,129.39,127.78,111837300,127.03,130.49,127.01,47767760,121.15,121.39,120.62,128.31
08/27/2019,26066130,205.86,207.19,205.06,46882840,209.43,212.05,201.0,22267820,213.19,214.44,210.75,207.86
09/17/2019,21158140,217.73,220.13,217.56,39763300,220.0,220.79,217.02,32226670,224.8,226.42,222.86,219.96
07/15/2016,38885980,97.39,98.99,97.32,25879680,97.41,97.67,96.84,24129530,97.17,97.7,97.12,98.92
06/20/2016,60793260,96.62,96.65,95.3,31251870,96.45,97.75,96.07,29373050,97.82,98.41,97.03,96.0
02/25/2020,55548830,297.26,304.18,289.23,32426420,318.62,320.45,310.5,25141490,322.63,324.65,318.21,300.95
11/12/15,45179400,116.37,117.42,115.21,59029400,116.9,118.07,116.06,33829290,120.96,121.81,120.05,116.26
03/31/2020,41994110,250.74,255.52,249.4,51054150,252.75,255.87,247.05,63140170,246.52,258.68,246.36,255.6
08/01/16,27697970,104.19,104.55,103.68,38771840,102.83,104.45,102.82,92143920,104.27,104.35,102.75,104.41
05/22/2019,28364850,185.22,188.0,184.7,38612290,183.52,184.35,180.28,32879090,186.93,190.9,186.76,184.66
09/29/2017,21983410,153.89,154.28,152.7,25402270,153.8,154.72,153.54,35907770,151.78,153.92,151.69,153.21
03/06/20,46893220,295.52,299.55,291.41,54794570,296.44,303.4,293.13,79868850,303.67,304.0,285.8,282.0
10/15/2018,39494770,220.42,222.88,216.84,52902320,214.52,219.5,212.32,41084070,225.46,226.35,216.05,221.16
11/11/16,57097740,111.09,111.09,105.83,59118740,109.88,111.32,108.05,24129630,110.31,111.72,109.7,107.12
11/26/2019,21029520,262.71,266.44,262.52,16331260,262.59,263.18,260.84,30348780,263.69,264.01,261.18,266.94
03/20/2020,67964260,247.39,252.84,242.61,75058410,239.77,250.0,237.12,81013970,247.51,257.61,238.4,247.18
03/08/16,35890740,102.39,102.83,100.96,46026600,102.37,103.75,101.37,36884490,100.58,101.71,100.45,100.78
05/18/2017,50674280,153.6,154.57,149.71,19994270,155.94,156.06,154.72,25912270,156.01,156.65,155.05,151.27
03/19/2018,38313330,178.65,179.12,177.62,22676520,178.5,180.24,178.07,29334630,180.32,180.52,177.81,177.32
09/27/2018,23430370,221.0,223.75,219.76,22811140,219.75,222.82,219.7,27581270,216.82,221.26,216.63,223.82
09/20/2017,20565620,159.51,159.77,158.44,28157630,160.11,160.5,158.0,48846060,158.47,160.97,158.0,157.9
10/08/19,30889270,226.27,229.93,225.84,34755550,225.64,227.49,223.89,30352690,218.43,220.96,215.13,225.82
06/11/19,26220850,191.81,195.37,191.62,30684390,186.51,191.92,185.77,22526310,183.08,185.47,182.15,194.86
07/31/2019,33935720,208.76,210.16,207.31,21673390,208.46,210.64,208.44,17618870,207.48,209.73,207.14,216.42
07/31/2018,20912890,191.9,192.2,189.07,23975350,194.99,195.19,190.1,19005150,194.61,195.96,193.61,190.3
09/14/2015,49793750,111.79,114.21,111.76,62800770,110.27,113.28,109.9,84757780,113.76,114.02,109.77,116.58
04/18/2018,26575010,176.49,178.94,176.41,21561320,175.03,176.19,174.83,25100510,174.78,175.84,173.85,177.81
01/21/2020,34454120,316.27,318.74,315.0,27207250,313.59,315.7,312.09,30480880,311.85,315.5,309.55,317.19
12/22/2017,20848660,174.17,176.02,174.1,23451420,174.87,175.42,173.25,27393660,175.03,175.39,174.09,174.68
01/14/2016,62285770,100.32,101.19,97.3,49046150,100.55,100.69,98.84,49687870,98.97,99.06,97.34,97.96
05/02/17,33498270,145.1,147.2,144.96,20783460,144.09,144.3,143.27,14198660,143.92,144.16,143.31,147.54
07/14/2017,25080500,145.5,148.49,145.44,24833800,145.87,146.18,144.82,18647220,144.73,145.85,144.38,147.97
06/25/2018,27185130,186.12,186.15,184.7,25649240,187.25,188.35,184.94,20490090,186.35,187.2,185.73,183.4
12/29/2017,16412270,171.0,171.85,170.48,21477380,170.1,170.78,169.71,33113340,170.8,171.47,169.68,170.52
01/31/2017,30327110,120.93,121.63,120.66,20495340,122.14,122.35,121.6,26320740,121.67,122.44,121.6,121.15
11/06/15,39483400,121.85,122.69,120.18,44829060,123.13,123.82,121.62,45479260,120.79,123.49,120.7,121.11
10/06/16,21400410,113.4,113.66,112.69,29707270,113.06,114.31,112.63,21634520,112.71,113.05,112.28,113.7
01/07/20,29644640,293.79,299.96,292.75,36633880,297.15,300.58,296.5,33911860,296.24,300.6,295.19,299.84
05/17/2017,19994270,155.94,156.06,154.72,25912270,156.01,156.65,155.05,32493770,154.7,156.42,154.67,153.6
03/22/2017,39461130,142.11,142.8,139.73,21258100,140.4,141.5,140.23,43700570,141.0,141.0,139.89,139.85
01/22/2020,27710810,317.19,319.02,316.0,34454120,316.27,318.74,315.0,27207250,313.59,315.7,312.09,318.58
08/20/2018,35034410,213.44,217.95,213.16,27595310,211.75,213.81,211.47,28595230,209.22,210.74,208.33,218.1
07/28/2017,32429770,153.75,153.99,147.3,15649120,153.35,153.93,153.06,18798250,151.8,153.84,151.8,149.89
01/22/2016,52099200,97.06,97.88,94.94,72274300,95.1,98.19,93.42,52960810,98.41,98.65,95.5,98.63
04/16/2020,32788640,282.4,286.33,280.63,48748670,280.0,288.25,278.05,32755730,268.31,273.7,265.83,287.38
02/13/2018,60774900,158.5,163.89,157.51,70583530,157.07,157.89,150.24,54145930,160.29,161.0,155.03,161.95
05/23/2017,22930630,154.0,154.58,152.91,26892850,153.38,153.98,152.63,33520150,151.27,153.34,151.13,154.9
03/21/2017,21258100,140.4,141.5,140.23,43700570,141.0,141.0,139.89,19173780,140.72,141.02,140.26,142.11
01/16/2020,30480880,311.85,315.5,309.55,40653460,316.7,317.57,312.17,30521720,311.64,317.07,311.15,313.59
11/27/2017,14026670,175.1,175.5,174.65,25558680,173.36,175.0,173.05,25047130,170.78,173.7,170.78,175.05
07/20/2016,23766360,99.56,100.0,99.34,36464530,98.7,100.13,98.6,30031410,98.92,99.3,98.5,100.0
06/21/2016,34355970,96.0,96.57,95.03,60793260,96.62,96.65,95.3,31251870,96.45,97.75,96.07,94.94
02/06/20,29706720,323.52,324.76,318.95,34154130,315.31,319.64,313.63,43496400,304.3,313.49,302.22,322.57
12/27/2017,33113340,170.8,171.47,169.68,16339690,174.68,175.42,174.5,20848660,174.17,176.02,174.1,170.1
01/18/2019,29616190,154.2,157.66,153.26,30483120,153.08,155.88,153.0,28449940,150.27,153.39,150.05,157.5
06/14/2019,21674630,194.7,196.79,193.6,18253190,193.95,195.97,193.39,26932880,194.86,196.0,193.6,191.55
11/28/2017,20591090,175.05,175.08,173.34,14026670,175.1,175.5,174.65,25558680,173.36,175.0,173.05,174.3
04/05/17,19865300,143.25,144.89,143.17,19970040,143.71,144.12,143.05,19576480,143.72,144.27,143.01,144.22
